,concept,id,label_1,label_2,label_3,label_4,label_5,margin_error_dummy,race,type
38014,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_001E,Total:,,,,,False,Black or African American Alone,int
38045,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_028E,Male,Other,With earnings:,,,False,Black or African American Alone,int
38059,B19001B.  Household Income (Black or African American Alone Householder),B19001B_008E,"$35,000 to $39,999",,,,,False,Black or African American Alone,int
38073,C27001B.  Health Insurance Coverage Status by Age (Black or African American Alone),C27001B_005M,Margin of Error for!!18 to 64 years:,,,,,True,Black or African American Alone,int
38101,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_010E,Income in the past 12 months below poverty level,Male,18 to 24 years,,,False,Black or African American Alone,int
38151,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_064M,Margin of Error for!!Householder 65 years and over,"$60,000 to $74,999",,,,True,Black or African American Alone,int
38170,C27001B.  Health Insurance Coverage Status by Age (Black or African American Alone),C27001B_008M,Margin of Error for!!65 years and over:,,,,,True,Black or African American Alone,int
38177,B11002B.  HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (BLACK OR AFRICAN AMERICAN ALONE),B11002B_007E,In family households,"In male householder, no wife present, family",Relatives,,,False,Black or African American Alone,int
38268,C21001B.  Sex by Age by Veteran Status for the Civilian Pop 18 Years and Over (Black or African American Alone),C21001B_013M,Margin Of Error For!!Female,65 years and over:,,,,True,Black or African American Alone,int
38269,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_014M,Margin Of Error For!!Income in the past 12 months below poverty level,Male,55 to 64 years,,,True,Black or African American Alone,int
38282,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_061M,Margin of Error for!!Householder 65 years and over,"$40,000 to $44,999",,,,True,Black or African American Alone,int
38283,B20017B.  Median Earnings by Sex by Work Exp. for the Pop. 16+ Yrs With Earnings (Black or African American Alone),B20017B_006E,"Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months",,,,,False,Black or African American Alone,int
38357,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_058M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Female,65 to 74 years,,,True,Black or African American Alone,int
38378,B18101B.  Age by Disability Status (Black or African American Alone),B18101B_010M,Margin of Error for!!65 years and over,No disability,,,,True,Black or African American Alone,int
38380,B14007B.  School Enrollment by Level of School for the Population 3 Years and Over (Black or African American Alone),B14007B_014M,Margin of Error for!!Enrolled in school,Enrolled in grade 10,,,,True,Black or African American Alone,int
38388,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_044E,Income in the past 12 months at or above poverty level,Male,65 to 74 years,,,False,Black or African American Alone,int
38457,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_045M,Margin of Error for!!Male,Other,With earnings,"$55,000 to $64,999",,True,Black or African American Alone,int
38458,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_046E,Householder 45 to 64 years,"$50,000 to $59,999",,,,False,Black or African American Alone,int
38476,B18101B.  Age by Disability Status (Black or African American Alone),B18101B_003E,Under 18 years,With a disability,,,,False,Black or African American Alone,int
38499,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_029E,Income in the past 12 months at or above poverty level,Other family:,,,,False,Black or African American Alone,int
38512,B17020B.  POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17020B_012M,Margin Of Error For!!Income in the past 12 months at or above poverty level,5 years,,,,True,Black or African American Alone,int
38554,B14007B.  School Enrollment by Level of School for the Population 3 Years and Over (Black or African American Alone),B14007B_019M,Margin of Error for!!Not enrolled in school,,,,,True,Black or African American Alone,int
38560,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_016M,Margin Of Error For!!Income in the past 12 months below poverty level,Other family,"Female householder, no husband present:",,,True,Black or African American Alone,int
38579,B19101B.  Family Income (Black or African American Alone Householder),B19101B_005E,"$20,000 to $24,999",,,,,False,Black or African American Alone,int
38617,B12002B.  SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),B12002B_009E,Female,Never married,,,,False,Black or African American Alone,int
38660,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_005M,Margin Of Error For!!Income in the past 12 months below poverty level,Male,5 years,,,True,Black or African American Alone,int
38684,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_029E,Male,Other,With earnings,"$1 to $2,499 or loss",,False,Black or African American Alone,int
38702,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_011E,Male,35 to 44 years,,,,False,Black or African American Alone,int
38722,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_037M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",With related children under 18 years:,,True,Black or African American Alone,int
38744,B17020B.  POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17020B_007M,Margin Of Error For!!Income in the past 12 months below poverty level,18 to 64 years,,,,True,Black or African American Alone,int
38753,B25032B.  UNITS IN STRUCTURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),B25032B_009E,50 or more,,,,,False,Black or African American Alone,int
38765,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_048M,Margin of Error for!!Male,Other,With earnings,"$100,000 or more",,True,Black or African American Alone,int
38791,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_035M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Male,6 to 11 years,,,True,Black or African American Alone,int
38812,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_041E,Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",No related children under 18 years,,False,Black or African American Alone,int
38838,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_008M,Margin Of Error For!!Income in the past 12 months below poverty level,Married-couple family,No related children under 18 years,,,True,Black or African American Alone,int
38850,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_084M,Margin of Error for!!Female,Other,With earnings,"$20,000 to $22,499",,True,Black or African American Alone,int
38866,B19101B.  Family Income (Black or African American Alone Householder),B19101B_002M,"Margin of Error for!!Less than $10,000",,,,,True,Black or African American Alone,int
38889,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_017E,Householder under 25 years,"$150,000 to $199,999",,,,False,Black or African American Alone,int
38908,B20017B.  Median Earnings by Sex by Work Exp. for the Pop. 16+ Yrs With Earnings (Black or African American Alone),B20017B_001E,Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Total:,,,,,False,Black or African American Alone,int
38913,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_077E,Female,Other,With earnings,"$2,500 to $4,999",,False,Black or African American Alone,int
38960,B14007B.  School Enrollment by Level of School for the Population 3 Years and Over (Black or African American Alone),B14007B_001E,Total:,,,,,False,Black or African American Alone,int
39057,C23002B.  Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone),C23002B_014M,Margin Of Error For!!Male,65 years and over,Not in labor force,,,True,Black or African American Alone,int
39064,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_059M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Female,75 years and over,,,True,Black or African American Alone,int
39172,C23002B.  Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone),C23002B_020E,Female,16 to 64 years,In labor force,Civilian,Employed,False,Black or African American Alone,int
39182,B08505B.  MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (BLACK OR AFRICAN AMERICAN ALONE),B08505B_005E,Walked,,,,,False,Black or African American Alone,int
39298,B19001B.  Household Income (Black or African American Alone Householder),B19001B_011E,"$50,000 to $59,999",,,,,False,Black or African American Alone,int
39336,B10051B.  GrndPrnts Living With Own GrndChldrn < 18 Yrs by Responsibility for Own GrndChldrn and Age of GrndPrnt (Black Alone),B10051B_007E,Grandparent not responsible for own grandchildren under 18 years,60 years and over,,,,False,Black or African American Alone,int
39353,B19101B.  Family Income (Black or African American Alone Householder),B19101B_010M,"Margin of Error for!!$45,000 to $49,999",,,,,True,Black or African American Alone,int
39371,B17020B.  POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17020B_014E,Income in the past 12 months at or above poverty level,12 to 17 years,,,,False,Black or African American Alone,int
39387,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_020E,Female,10 to 14 years,,,,False,Black or African American Alone,int
39444,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_043E,Income in the past 12 months at or above poverty level,Male,55 to 64 years,,,False,Black or African American Alone,int
39455,C15002B.  Sex by Educational Attainment for the Population 25 Years and Over (Black or African American Alone),C15002B_001M,Margin Of Error For!!Total:,,,,,True,Black or African American Alone,int
39459,B16005B.  Nativity by Language Spoken at Home by Ability to Speak English for the Population 5+ Yrs (Black Alone),B16005B_002E,Native:,,,,,False,Black or African American Alone,int
39476,B14007B.  School Enrollment by Level of School for the Population 3 Years and Over (Black or African American Alone),B14007B_008M,Margin of Error for!!Enrolled in school,Enrolled in grade 4,,,,True,Black or African American Alone,int
39509,B05003B.  Sex by Age by Nativity and Citizenship Status  (Black or African American Alone),B05003B_009E,Male,18 years and over,Native,,,False,Black or African American Alone,int
39536,B10051B.  GrndPrnts Living With Own GrndChldrn < 18 Yrs by Responsibility for Own GrndChldrn and Age of GrndPrnt (Black Alone),B10051B_005M,Margin Of Error For!!Grandparent not responsible for own grandchildren under 18 years:,,,,,True,Black or African American Alone,int
39552,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_038M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",With related children under 18 years,Under 5 years only,True,Black or African American Alone,int
39644,B16005B.  Nativity by Language Spoken at Home by Ability to Speak English for the Population 5+ Yrs (Black Alone),B16005B_008E,Foreign born,Speak only English,,,,False,Black or African American Alone,int
